Date,Price
2000-01-31,155537.7612444481
2000-02-29,155878.54279917228
2000-03-31,156192.16485322986
2000-04-30,156848.17524662378
2000-05-31,157436.24941179418
2000-06-30,157981.29545992502
2000-07-31,158433.61917416193
2000-08-31,158913.9629693652
2000-09-30,159316.81204664582
2000-10-31,159723.93395995756
2000-11-30,160135.96236456538
2000-12-31,160600.45202264955
2001-01-31,161120.6990534465
2001-02-28,161559.01281172165
2001-03-31,162025.70211269805
2001-04-30,162438.0165146298
2001-05-31,162903.79555231167
2001-06-30,163390.53700625754
2001-07-31,163960.93171947554
2001-08-31,164606.1430253845
2001-09-30,165210.410575873
2001-10-31,165789.31245803973
2001-11-30,166305.7880509405
2001-12-31,166852.983107026
2002-01-31,167374.71349903755
2002-02-28,167882.77575383525
2002-03-31,168378.45158741676
2002-04-30,168895.38399534544
2002-05-31,169549.6993024896
2002-06-30,170331.85292792902
2002-07-31,171185.8710606039
2002-08-31,171899.07440504406
2002-09-30,172520.53612180857
2002-10-31,173100.1805915454
2002-11-30,173779.31129076515
2002-12-31,174456.3390470955
2003-01-31,175102.41861426205
2003-02-28,175685.44915418167
2003-03-31,176313.22586086413
2003-04-30,177013.93541384512
2003-05-31,177829.35514807625
2003-06-30,178746.7317155269
2003-07-31,179791.3380610043
2003-08-31,180950.32301889395
2003-09-30,182104.29301170065
2003-10-31,183297.1493577771
2003-11-30,184373.33437764525
2003-12-31,185402.0620643509
2004-01-31,186213.76173764083
2004-02-29,187064.34096942877
2004-03-31,188061.8807415584
2004-04-30,189322.0083810879
2004-05-31,190895.0398415564
2004-06-30,192649.8262863691
2004-07-31,194633.0264662229
2004-08-31,196593.21746334256
2004-09-30,198484.0933661928
2004-10-31,200252.28237951663
2004-11-30,202016.5446259925
2004-12-31,203727.6218544469
2005-01-31,205283.8603442225
2005-02-28,206946.1533462221
2005-03-31,208965.97058180877
2005-04-30,211736.09548157323
2005-05-31,214899.93256468824
2005-06-30,218418.05003239444
2005-07-31,222130.4100419056
2005-08-31,226180.288413769
2005-09-30,230397.59019965815
2005-10-31,234407.2531747372
2005-11-30,238096.1807653313
2005-12-31,241837.9228961908
2006-01-31,245401.9091493856
2006-02-28,248643.9996822156
2006-03-31,251790.36751092732
2006-04-30,255245.64247358957
2006-05-31,259111.48509255837
2006-06-30,263313.2176034439
2006-07-31,267232.0946730349
2006-08-31,270739.24401391466
2006-09-30,272974.5454730604
2006-10-31,274602.7562162985
2006-11-30,275849.43892475805
2006-12-31,277083.3501361401
2007-01-31,278051.4607393529
2007-02-28,278945.2246183107
2007-03-31,280015.68769664265
2007-04-30,281513.3943605224
2007-05-31,283055.867841819
2007-06-30,284121.33221361483
2007-07-31,284677.5746787147
2007-08-31,284780.0556480474
2007-09-30,284728.9598497229
2007-10-31,284388.4024018785
2007-11-30,283667.4991529794
2007-12-31,282693.81188726536
2008-01-31,281264.2631383652
2008-02-29,280151.9596093675
2008-03-31,278791.98954765947
2008-04-30,277413.05682896427
2008-05-31,275499.3700499567
2008-06-30,273405.0360368408
2008-07-31,271244.1845368392
2008-08-31,268898.5957803096
2008-09-30,266471.893539054
2008-10-31,264012.7256497807
2008-11-30,261630.8315128493
2008-12-31,259130.1494018849
2009-01-31,256942.72877401268
2009-02-28,254591.8237204916
2009-03-31,252230.04640128007
2009-04-30,249544.139061328
2009-05-31,246990.6258614425
2009-06-30,244431.00215083896
2009-07-31,241907.2320546164
2009-08-31,239797.96069264467
2009-09-30,238269.54526164275
2009-10-31,237227.4502218742
2009-11-30,236382.3862782428
2009-12-31,235712.21070947163
2010-01-31,235076.811151392
2010-02-28,234562.42344945332
2010-03-31,234413.4418780152
2010-04-30,234201.16828468596
2010-05-31,233526.96842370636
2010-06-30,232352.4808381032
2010-07-31,230887.06809807237
2010-08-31,229177.459380772
2010-09-30,227059.6840206961
2010-10-31,224949.56138615476
2010-11-30,223053.10395647387
2010-12-31,221262.25992666604
2011-01-31,219588.00861909296
2011-02-28,217836.97354348152
2011-03-31,215917.7273626017
2011-04-30,213931.32023801305
2011-05-31,212143.89045044145
